Gene,Stable_ID,Band,GCpercent,Start,End,Strand,Chromosome
RPS6KA6,ENSG00000072133,q21.1,35.25,84058346,84188199,-1.0,X
RPS6KB1,ENSG00000108443,q23.1,41.68,59893046,59950574,1.0,17
RPS6KC1,ENSG00000136643,q32.3,37.51,213051233,213274774,1.0,1
RPS7,ENSG00000171863,p25.3,44.62,3575260,3580920,1.0,2
RPS8,ENSG00000142937,p34.1,55.11,44775251,44778779,1.0,1
RPS10,ENSG00000124614,p21.31,47.38,34417454,34426069,-1.0,6
RPS11,ENSG00000142534,q13.33,53.08,49496365,49499708,1.0,19
RPS12,ENSG00000112306,q23.2,42.19,132814569,132817564,1.0,6
RPS13,ENSG00000110700,p15.1,46.06,17074388,17077715,-1.0,11
RPS15A,ENSG00000134419,p12.3,46.41,18781295,18790383,-1.0,16
RPS16,ENSG00000105193,q13.2,50.73,39433137,39435949,-1.0,19
RPS18,ENSG00000231500,p21.32,46.9,33272075,33276511,1.0,6
RPS19BP1,ENSG00000187051,q13.1,54.54,39529093,39532761,-1.0,22
RPS20,ENSG00000008988,q12.1,41.97,56067295,56074581,-1.0,8
RPS21,ENSG00000171858,q13.33,59.45,62387103,62388520,1.0,20
RPS24,ENSG00000138326,q22.3,47.43,78033760,78056813,1.0,10
RPS26,ENSG00000197728,q13.2,47.33,56041351,56044697,1.0,12
RPS27,ENSG00000177954,q21.3,45.91,153990762,153992155,1.0,1
RPS27A,ENSG00000143947,p16.1,45.81,55231903,55235853,1.0,2
RPS28,ENSG00000233927,p13.2,57.12,8321158,8323340,1.0,19
RPS29,ENSG00000213741,q21.3,43.43,49570984,49599164,-1.0,14
RPSA,ENSG00000168028,p22.1,45.12,39406716,39412542,1.0,3
RPTN,ENSG00000215853,q21.3,44.75,152153595,152159228,-1.0,1
RPTOR,ENSG00000141564,q25.3,49.12,80544819,80966371,1.0,17
RPUSD1,ENSG00000007376,p13.3,67.17,784974,788397,-1.0,16
RPUSD3,ENSG00000156990,p25.3,52.21,9837849,9844602,-1.0,3
RPUSD4,ENSG00000165526,q24.2,43.35,126202096,126211692,-1.0,11
RRAD,ENSG00000166592,q22.1,59.85,66921679,66925536,-1.0,16
RRAGA,ENSG00000155876,p22.1,51.09,19049427,19051025,1.0,9
RRAGD,ENSG00000025039,q15,42.23,89364616,89412273,-1.0,6
RRAS,ENSG00000126458,q13.33,59.05,49635292,49640143,-1.0,19
RRAS2,ENSG00000133818,p15.2,39.24,14277922,14364506,-1.0,11
RRBP1,ENSG00000125844,p12.1,52.51,17613678,17682295,-1.0,20
RREB1,ENSG00000124782,p24.3,45.65,7107597,7251980,1.0,6
RRH,ENSG00000180245,q25,37.02,109827972,109849123,1.0,4
RRM2,ENSG00000171848,p25.1,50.79,10120698,10211725,1.0,2
RRN3,ENSG00000085721,p13.11,42.08,15060033,15094311,-1.0,16
RRNAD1,ENSG00000143303,q23.1,51.0,156728442,156736960,1.0,1
RRP1,ENSG00000160214,q22.3,57.27,43789513,43805293,1.0,21
RRP1B,ENSG00000160208,q22.3,47.5,43659560,43696079,1.0,21
RRP7A,ENSG00000189306,q13.2,57.5,42508344,42519796,-1.0,22
RRP8,ENSG00000132275,p15.4,47.37,6595072,6603616,-1.0,11
RRP9,ENSG00000114767,p21.2,55.08,51933429,51941904,-1.0,3
RRP12,ENSG00000052749,q24.1,50.49,97356358,97426076,-1.0,10
RRP15,ENSG00000067533,q41,37.63,218285293,218337983,1.0,1
RRP36,ENSG00000124541,p21.1,48.92,43021623,43034156,1.0,6
RRS1,ENSG00000179041,q13.1,56.28,66429014,66430733,1.0,8
RSAD1,ENSG00000136444,q21.33,50.16,50478860,50485974,1.0,17
RSAD2,ENSG00000134321,p25.2,40.0,6865806,6898239,1.0,2
RSBN1L,ENSG00000187257,q11.23,39.26,77696459,77783022,1.0,7
RSC1A1,ENSG00000215695,p36.21,42.83,15659869,15661722,1.0,1
RSF1,ENSG00000048649,q14.1,39.04,77659996,77821017,-1.0,11
RSL1D1,ENSG00000171490,p13.13,45.24,11833850,11851580,-1.0,16
RSL24D1,ENSG00000137876,q21.3,36.2,55180806,55197049,-1.0,15
RSPH3,ENSG00000130363,q25.3,39.78,158972871,159000202,-1.0,6
RSPH6A,ENSG00000104941,q13.32,52.71,45795713,45815308,-1.0,19
RSPH14,ENSG00000100218,q11.23,55.52,23059415,23145021,-1.0,22
RSPO2,ENSG00000147655,q23.1,37.74,107899316,108083642,-1.0,8
RSPO3,ENSG00000146374,q22.33,36.02,127118671,127199481,1.0,6
RSPO4,ENSG00000101282,p13,50.89,958452,1002311,-1.0,20
RSPRY1,ENSG00000159579,q13,41.63,57186137,57240469,1.0,16
RSRC1,ENSG00000174891,q25.32,35.48,158105855,158545730,1.0,3
RSRC2,ENSG00000111011,q24.31,39.84,122503454,122527000,-1.0,12
RSRP1,ENSG00000117616,p36.11,46.4,25242249,25338213,-1.0,1
RSU1,ENSG00000148484,p13,41.14,16590611,16817463,-1.0,10
RTBDN,ENSG00000132026,p13.13,55.27,12825478,12835428,-1.0,19
RTCA,ENSG00000137996,p21.2,39.07,100266207,100292769,1.0,1
RTCB,ENSG00000100220,q12.3,41.29,32387582,32412248,-1.0,22
RTEL1,ENSG00000258366,q13.33,59.63,63657810,63696253,1.0,20
RTF2,ENSG00000022277,q13.31,43.71,56468585,56519449,1.0,20
RTKN,ENSG00000114993,p13.1,53.87,74425835,74442422,-1.0,2
RTKN2,ENSG00000182010,q21.2,35.19,62183035,62268844,-1.0,10
RTL1,ENSG00000254656,q32.31,51.4,100879753,100903722,-1.0,14
RTL3,ENSG00000179300,q21.1,45.78,78656068,78659328,-1.0,X
RTL6,ENSG00000188636,q13.31,56.01,44492583,44498233,-1.0,22
RTL9,ENSG00000243978,q23,42.87,110358816,110456334,1.0,X
RTL10,ENSG00000215012,q11.21,55.11,19846138,19854896,-1.0,22
RTN1,ENSG00000139970,q23.1,39.18,59595976,59870776,-1.0,14
RTN2,ENSG00000125744,q13.32,54.11,45485294,45497055,-1.0,19
RTN3,ENSG00000133318,q13.1,42.12,63681446,63759891,1.0,11
RTN4,ENSG00000115310,p16.1,38.6,54972187,55112621,-1.0,2
RTN4IP1,ENSG00000130347,q21,41.01,106570771,106629498,-1.0,6
RTN4R,ENSG00000040608,q11.21,60.45,20241415,20283246,-1.0,22
RTN4RL1,ENSG00000185924,p13.3,54.35,1934677,2025334,-1.0,17
RTN4RL2,ENSG00000186907,q12.1,54.61,57460528,57477534,1.0,11
RTP1,ENSG00000175077,q27.3,50.84,187197486,187201462,1.0,3
RTP2,ENSG00000198471,q27.3,52.76,187698259,187702557,-1.0,3
RTP3,ENSG00000163825,p21.31,51.7,46497976,46500950,1.0,3
RTP4,ENSG00000136514,q27.3,42.42,187368385,187372076,1.0,3
RTRAF,ENSG00000087302,q22.1,36.67,51989514,52010694,1.0,14
RTTN,ENSG00000176225,q22.2,36.76,70003031,70205726,-1.0,18
RUBCN,ENSG00000145016,q29,45.69,197668867,197749727,-1.0,3
RUBCNL,ENSG00000102445,q14.13,40.5,46342000,46438190,-1.0,13
RUFY1,ENSG00000176783,q35.3,47.7,179550554,179610012,1.0,5
RUFY2,ENSG00000204130,q21.3,40.87,68341107,68407294,-1.0,10
RUFY3,ENSG00000018189,q13.3,39.9,70704204,70808619,1.0,4
RUNDC3A,ENSG00000108309,q21.31,59.03,44308413,44318670,1.0,17
RUNDC3B,ENSG00000105784,q21.12,35.67,87627548,87832296,1.0,7
RUNX1,ENSG00000159216,q22.12,41.54,34787801,36004667,-1.0,21
RUNX3,ENSG00000020633,p36.11,54.8,24899511,24965121,-1.0,1
RUSC1,ENSG00000160753,q22,58.03,155320894,155331114,1.0,1
RUVBL1,ENSG00000175792,q21.3,45.86,128064778,128153914,-1.0,3
RUVBL2,ENSG00000183207,q13.33,52.99,48993562,49015970,1.0,19
RWDD2B,ENSG00000156253,q21.3,45.41,29004384,29019360,-1.0,21
RWDD3,ENSG00000122481,p21.3,40.63,95234210,95247225,1.0,1
RXFP1,ENSG00000171509,q32.1,37.72,158315311,158653372,1.0,4
RXFP2,ENSG00000133105,q13.1,39.17,31739526,31803389,1.0,13
RXFP3,ENSG00000182631,p13.2,62.14,33936386,33938918,1.0,5
RXFP4,ENSG00000173080,q22,60.14,155941638,155943087,1.0,1
RXRA,ENSG00000186350,q34.2,62.16,134317098,134440585,1.0,9
RXRB,ENSG00000204231,p21.32,53.95,33193588,33200688,-1.0,6
RXYLT1,ENSG00000118600,q14.2,38.43,63779842,63809562,1.0,12
RYR1,ENSG00000196218,q13.2,52.14,38433691,38587564,1.0,19
S1PR1,ENSG00000170989,p21.2,44.09,101236865,101243713,1.0,1
S1PR2,ENSG00000267534,p13.2,56.88,10221433,10231331,-1.0,19
S1PR3,ENSG00000213694,q22.1,49.32,88990863,89005155,1.0,9
S1PR5,ENSG00000180739,p13.2,58.3,10512742,10517931,-1.0,19
S100A10,ENSG00000197747,q21.3,44.94,151982915,151993859,-1.0,1
S100A11,ENSG00000163191,q21.3,45.08,152032506,152047907,-1.0,1
S100PBP,ENSG00000116497,p35.1,41.44,32816767,32858875,1.0,1
SAA1,ENSG00000173432,p15.1,50.35,18266260,18269977,1.0,11
SAA4,ENSG00000148965,p15.1,42.22,18231355,18236802,-1.0,11
SAAL1,ENSG00000166788,p15.1,39.76,18069935,18106087,-1.0,11
SAC3D1,ENSG00000168061,q13.1,58.58,65040901,65044828,1.0,11
SACS,ENSG00000151835,q12.12,41.26,23328826,23433740,-1.0,13
SAE1,ENSG00000142230,q13.32,47.18,47113274,47210636,1.0,19
SAG,ENSG00000130561,q37.1,48.72,233307816,233347055,1.0,2
SALL1,ENSG00000103449,q12.1,44.46,51135975,51151367,-1.0,16
SALL2,ENSG00000165821,q11.2,48.58,21521080,21537216,-1.0,14
SALL3,ENSG00000256463,q23,46.05,78980275,79002677,1.0,18
SALL4,ENSG00000101115,q13.2,48.04,51782331,51802521,-1.0,20
SAMD3,ENSG00000164483,q23.1,39.15,130144315,130365425,-1.0,6
SAMD4A,ENSG00000020577,q22.2,43.24,54566117,54793315,1.0,14
SAMD4B,ENSG00000179134,q13.2,49.82,39342396,39385710,1.0,19
SAMD5,ENSG00000203727,q24.3,39.37,147508690,147737547,1.0,6
SAMD7,ENSG00000187033,q26.2,41.85,169911572,169939175,1.0,3
SAMD8,ENSG00000156671,q22.2,43.24,75099586,75182123,1.0,10
SAMD9,ENSG00000205413,q21.2,37.75,93099513,93118023,-1.0,7
SAMD9L,ENSG00000177409,q21.2,39.59,93130056,93148385,-1.0,7
SAMD11,ENSG00000187634,p36.33,66.58,923928,944581,1.0,1
SAMD12,ENSG00000177570,q24.12,39.63,118189455,118622112,-1.0,8
SAMD14,ENSG00000167100,q21.33,55.35,50110040,50129882,-1.0,17
SAMD15,ENSG00000100583,q24.3,44.51,77376689,77391497,1.0,14
SAMM50,ENSG00000100347,q13.31,47.17,43955442,44010531,1.0,22
SAMSN1,ENSG00000155307,q11.2,36.33,14485228,14658821,-1.0,21
SAP18,ENSG00000150459,q12.11,42.74,21140514,21149084,1.0,13
SAP30L,ENSG00000164576,q33.2,45.7,154445997,154461053,1.0,5
SAP130,ENSG00000136715,q14.3,43.39,127941217,128028120,-1.0,2
SAPCD1,ENSG00000228727,p21.33,53.5,31762996,31764851,1.0,6
SAPCD2,ENSG00000186193,q34.3,63.63,137062127,137070557,-1.0,9
SAR1A,ENSG00000079332,q22.1,40.56,70147289,70170523,-1.0,10
SAR1B,ENSG00000152700,q31.1,43.44,134601149,134649271,-1.0,5
SARAF,ENSG00000133872,p12,40.2,30063003,30083208,-1.0,8
SARDH,ENSG00000123453,q34.2,56.35,133663560,133739955,-1.0,9
SARS2,ENSG00000104835,q13.2,53.62,38915266,38930763,-1.0,19
SART1,ENSG00000175467,q13.1,55.2,65961728,65980137,1.0,11
SART3,ENSG00000075856,q23.3,42.57,108522214,108561400,-1.0,12
SASH1,ENSG00000111961,q24.3,43.29,148272304,148552048,1.0,6
SASS6,ENSG00000156876,p21.2,36.48,100083563,100132955,-1.0,1
SAT1,ENSG00000130066,p22.11,43.75,23783173,23786226,1.0,X
SAT2,ENSG00000141504,p13.1,56.73,7626234,7627876,-1.0,17
SATB2,ENSG00000119042,q33.1,38.72,199269500,199471266,-1.0,2
SAXO1,ENSG00000155875,p22.1,42.63,18858906,19049358,-1.0,9
SBDS,ENSG00000126524,q11.21,42.8,66987680,66995587,-1.0,7
SBF1,ENSG00000100241,q13.33,60.68,50445000,50475035,-1.0,22
SBF2,ENSG00000133812,p15.4,38.31,9778667,10294207,-1.0,11
SBNO1,ENSG00000139697,q24.31,43.26,123289109,123364847,-1.0,12
SBSPON,ENSG00000164764,q21.11,42.54,73064543,73124088,-1.0,8
SC5D,ENSG00000109929,q23.3,38.3,121292681,121313410,1.0,11
SCAF1,ENSG00000126461,q13.33,58.14,49642209,49658642,1.0,19
SCAF11,ENSG00000139218,q12,36.52,45919131,45992120,-1.0,12
SCAI,ENSG00000173611,q33.3,40.94,124942608,125143528,-1.0,9
SCAND1,ENSG00000171222,q11.23,47.71,35953617,35959472,-1.0,20
SCAP,ENSG00000114650,p21.31,48.04,47413681,47477126,-1.0,3
SCAPER,ENSG00000140386,q24.3,37.7,76347904,76905444,-1.0,15
SCARA3,ENSG00000168077,p21.1,50.25,27633868,27676776,1.0,8
SCARB1,ENSG00000073060,q24.31,51.45,124776856,124882668,-1.0,12
SCARB2,ENSG00000138760,q21.1,41.79,76158737,76234536,-1.0,4
SCARF1,ENSG00000074660,p13.3,58.07,1633858,1645744,-1.0,17
SCARF2,ENSG00000244486,q11.21,63.17,20424584,20437826,-1.0,22
SCD,ENSG00000099194,q24.31,46.86,100347233,100364826,1.0,10
SCD5,ENSG00000145284,q21.22,43.56,82629539,82798796,-1.0,4
SCEL,ENSG00000136155,q22.3,37.89,77535674,77645263,1.0,13
SCFD1,ENSG00000092108,q12,36.12,30622311,30735850,1.0,14
SCFD2,ENSG00000184178,q12,39.78,52872982,53366066,-1.0,4
SCG2,ENSG00000171951,q36.1,35.85,223596940,223602361,-1.0,2
SCG3,ENSG00000104112,q21.2,40.04,51681492,51721026,1.0,15
SCG5,ENSG00000166922,q13.3,42.31,32641676,32697098,1.0,15
SCGB1A1,ENSG00000149021,q12.3,50.41,62405103,62423195,1.0,11
SCGB1C1,ENSG00000188076,p15.5,57.08,193078,194575,1.0,11
SCGB1D1,ENSG00000168515,q12.3,48.38,62190216,62193539,1.0,11
SCGB1D2,ENSG00000124935,q12.3,52.06,62242239,62244812,1.0,11
SCGB1D4,ENSG00000197745,q12.3,50.02,62296281,62299075,-1.0,11
SCGB2A1,ENSG00000124939,q12.3,44.24,62208673,62213943,1.0,11
SCGB2A2,ENSG00000110484,q12.3,40.59,62270158,62273160,1.0,11
SCGB2B2,ENSG00000205209,q13.11,42.31,34593329,34675699,-1.0,19
SCGB3A1,ENSG00000161055,q35.3,73.26,180590105,180591499,-1.0,5
SCGB3A2,ENSG00000164265,q32,43.74,147870682,147882191,1.0,5
SCGN,ENSG00000079689,p22.2,39.57,25652201,25701783,1.0,6
SCHIP1,ENSG00000151967,q25.33,39.91,159839861,159897360,1.0,3
SCIMP,ENSG00000161929,p13.2,48.47,5208920,5234860,-1.0,17
SCIN,ENSG00000006747,p21.3,38.46,12570577,12660182,1.0,7
SCLT1,ENSG00000151466,q28.2,36.17,128864921,129093600,-1.0,4
SCLY,ENSG00000132330,q37.3,46.22,238060924,238099413,1.0,2
SCMH1,ENSG00000010803,p34.2,39.5,41027200,41242154,-1.0,1
SCML4,ENSG00000146285,q21,43.76,107702154,107824317,-1.0,6
SCN1A,ENSG00000144285,q24.3,35.32,165984641,166149214,-1.0,2
SCN2A,ENSG00000136531,q24.3,35.7,165194993,165392310,1.0,2
SCN3A,ENSG00000153253,q24.3,35.07,165087522,165204067,-1.0,2
SCN3B,ENSG00000166257,q24.1,45.94,123629187,123655244,-1.0,11
SCN4A,ENSG00000007314,q23.3,56.1,63938554,63972918,-1.0,17
SCN4B,ENSG00000177098,q23.3,52.64,118133377,118152888,-1.0,11
SCN5A,ENSG00000183873,p22.2,50.94,38548057,38649687,-1.0,3
SCN8A,ENSG00000196876,q13.13,41.03,51590266,51812864,1.0,12
SCN9A,ENSG00000169432,q24.3,34.44,166195185,166376001,-1.0,2
SCN10A,ENSG00000185313,p22.2,42.16,38696802,38816286,-1.0,3
SCN11A,ENSG00000168356,p22.2,40.38,38845767,39051941,-1.0,3
SCNM1,ENSG00000163156,q21.3,48.32,151156664,151170296,1.0,1
SCNN1A,ENSG00000111319,p13.31,51.15,6346843,6377730,-1.0,12
SCNN1B,ENSG00000168447,p12.2,48.05,23278231,23381294,1.0,16
SCNN1D,ENSG00000162572,p36.33,65.93,1280436,1292029,1.0,1
SCNN1G,ENSG00000166828,p12.2,47.5,23182745,23216883,1.0,16
SCO1,ENSG00000133028,p13.1,41.24,10672474,10698375,-1.0,17
SCOC,ENSG00000153130,q31.1,40.94,140257286,140385726,1.0,4
SCP2D1,ENSG00000132631,p11.23,47.15,18813783,18814378,1.0,20
SCPEP1,ENSG00000121064,q22,45.28,56978129,57006768,1.0,17
SCRG1,ENSG00000164106,q34.1,37.62,173384701,173406380,-1.0,4
SCRIB,ENSG00000180900,q24.3,62.82,143790920,143815773,-1.0,8
SCRN1,ENSG00000136193,p14.3,43.91,29920104,29990289,-1.0,7
SCRN3,ENSG00000144306,q31.1,37.9,174395730,174429575,1.0,2
SCRT1,ENSG00000261678,q24.3,66.53,144330565,144336482,-1.0,8
SCRT2,ENSG00000215397,p13,56.68,661596,675802,-1.0,20
SCUBE2,ENSG00000175356,p15.4,44.09,9019498,9138114,-1.0,11
SCX,ENSG00000260428,q24.3,68.16,144266453,144268481,1.0,8
SCYL1,ENSG00000142186,q13.1,57.59,65525077,65538704,1.0,11
SCYL2,ENSG00000136021,q23.1,37.97,100267140,100341715,1.0,12
SCYL3,ENSG00000000457,q24.2,40.14,169849631,169894267,-1.0,1
SDAD1,ENSG00000198301,q21.1,40.57,75940950,75990962,-1.0,4
SDC1,ENSG00000115884,p24.1,57.56,20200797,20225433,-1.0,2
SDC2,ENSG00000169439,q22.1,41.32,96493813,96611790,1.0,8
SDC3,ENSG00000162512,p35.2,55.72,30869466,30908758,-1.0,1
SDC4,ENSG00000124145,q13.12,49.94,45325288,45348424,-1.0,20
SDCBP2,ENSG00000125775,p13,50.39,1309909,1329139,-1.0,20
SDCCAG8,ENSG00000054282,q43,39.81,243256034,243500091,1.0,1
SDE2,ENSG00000143751,q42.12,40.61,225982702,225999343,-1.0,1
SDF2L1,ENSG00000128228,q11.21,62.21,21642302,21644299,1.0,22
SDF4,ENSG00000078808,p36.33,61.39,1216908,1232067,-1.0,1
SDHA,ENSG00000073578,p15.33,46.02,218241,257082,1.0,5
SDHAF1,ENSG00000205138,q13.12,63.38,35995199,35996315,1.0,19
SDHAF3,ENSG00000196636,q21.3,38.5,97117698,97181763,1.0,7
SDHB,ENSG00000117118,p36.13,43.42,17018722,17054032,-1.0,1
SDHC,ENSG00000143252,q23.3,42.11,161314381,161371964,1.0,1
SDHD,ENSG00000204370,q23.1,41.76,112086824,112120016,1.0,11
SDK1,ENSG00000146555,p22.2,43.12,3301252,4269000,1.0,7
SDK2,ENSG00000069188,q25.1,52.32,73334384,73644445,-1.0,17
SDR9C7,ENSG00000170426,q13.3,47.72,56923133,56934408,-1.0,12
SDR16C5,ENSG00000170786,q12.1,44.7,56300010,56320776,-1.0,8
SDR39U1,ENSG00000100445,q12,53.54,24439766,24442905,-1.0,14
SDS,ENSG00000135094,q24.13,50.05,113392445,113426301,-1.0,12
SDSL,ENSG00000139410,q24.13,50.84,113422380,113438276,1.0,12
SEC11C,ENSG00000166562,q21.32,43.03,59139866,59158832,1.0,18
SEC13,ENSG00000157020,p25.3,46.78,10293131,10321112,-1.0,3
SEC14L1,ENSG00000129657,q25.2,46.7,77088749,77217101,1.0,17
SEC14L5,ENSG00000103184,p13.3,49.84,4958330,5019157,1.0,16
SEC16A,ENSG00000148396,q34.3,52.76,136440096,136483759,-1.0,9
SEC22A,ENSG00000121542,q21.1,37.71,123201927,123274136,1.0,3
SEC22C,ENSG00000093183,p22.1,43.29,42547969,42601080,-1.0,3
SEC23B,ENSG00000101310,p11.23,42.97,18507520,18561415,1.0,20
SEC23IP,ENSG00000107651,q26.11,40.1,119892730,119944657,1.0,10
SEC24C,ENSG00000176986,q22.2,47.03,73744372,73772161,1.0,10
SEC24D,ENSG00000150961,q26,38.92,118722823,118838683,-1.0,4
SEC31A,ENSG00000138674,q21.22,38.76,82818509,82901166,-1.0,4
SEC31B,ENSG00000075826,q24.31,46.28,100486646,100519864,-1.0,10
SEC61A2,ENSG00000065665,p14,43.14,12129637,12169961,1.0,10
SEC61G,ENSG00000132432,p11.2,39.24,54752250,54759974,-1.0,7
SEC62,ENSG00000008952,q26.2,36.6,169966635,169998373,1.0,3
SEC63,ENSG00000025796,q21,39.82,107867756,107958208,-1.0,6
SECISBP2,ENSG00000187742,q22.2,42.36,89318500,89359663,1.0,9
SECISBP2L,ENSG00000138593,q21.1,36.73,48988476,49046447,-1.0,15
SECTM1,ENSG00000141574,q25.3,63.33,82321024,82334074,-1.0,17
SEH1L,ENSG00000085415,p11.21,43.55,12947133,12987536,1.0,18
SEL1L,ENSG00000071537,q31.1,38.48,81471547,81533853,-1.0,14
SEL1L2,ENSG00000101251,p12.1,40.67,13849247,13996443,-1.0,20
SEL1L3,ENSG00000091490,p15.2,43.64,25747433,25863760,-1.0,4
SELE,ENSG00000007908,q24.2,39.36,169722640,169764705,-1.0,1
SELENBP1,ENSG00000143416,q21.3,54.97,151364304,151372707,-1.0,1
SELENOH,ENSG00000211450,q12.1,51.67,57741250,57743554,1.0,11
SELENOI,ENSG00000138018,p23.3,42.63,26308547,26395891,1.0,2
SELENOK,ENSG00000113811,p21.1,40.23,53884417,53891962,-1.0,3
SELENOM,ENSG00000198832,q12.2,49.48,31104772,31120069,-1.0,22
SELENON,ENSG00000162430,p36.11,56.77,25800176,25818221,1.0,1
SELENOS,ENSG00000131871,q26.3,45.06,101270817,101277500,-1.0,15
SELENOV,ENSG00000186838,q13.2,55.49,39515113,39520686,1.0,19
SELENOW,ENSG00000178980,q13.33,54.38,47778585,47784686,1.0,19
SELL,ENSG00000188404,q24.2,38.85,169690665,169711702,-1.0,1
SELP,ENSG00000174175,q24.2,40.48,169588849,169630193,-1.0,1
SELPLG,ENSG00000110876,q24.11,52.08,108622277,108633959,-1.0,12
SEM1,ENSG00000127922,q21.3,37.66,96481626,96709891,-1.0,7
SEMA3C,ENSG00000075223,q21.11,35.82,80742538,80922359,-1.0,7
SEMA3F,ENSG00000001617,p21.31,57.74,50155045,50189075,1.0,3
SEMA3G,ENSG00000010319,p21.1,59.62,52433035,52445103,-1.0,3
SEMA4C,ENSG00000168758,q11.2,62.17,96859718,96870757,-1.0,2
SEMA4D,ENSG00000187764,q22.2,51.34,89360787,89498130,-1.0,9
SEMA4F,ENSG00000135622,p13.1,44.97,74654228,74683853,1.0,2
SEMA4G,ENSG00000095539,q24.31,52.88,100969518,100985871,1.0,10
SEMA5A,ENSG00000112902,p15.31,40.18,9035033,9546075,-1.0,5
SEMA5B,ENSG00000082684,q21.1,50.17,122909082,123028605,-1.0,3
SEMA6B,ENSG00000167680,p13.3,57.82,4542593,4559684,-1.0,19
SEMA6C,ENSG00000143434,q21.3,57.48,151131685,151146664,-1.0,1
SEMA6D,ENSG00000137872,q21.1,38.82,47184101,47774228,1.0,15
SEMA7A,ENSG00000138623,q24.1,57.81,74409289,74433958,-1.0,15
SEMG1,ENSG00000124233,q13.12,41.52,45207033,45209768,1.0,20
SEMG2,ENSG00000124157,q13.12,40.7,45221373,45224458,1.0,20
SENP5,ENSG00000119231,q29,42.03,196867856,196934714,1.0,3
SENP6,ENSG00000112701,q14.1,37.44,75601509,75718281,1.0,6
SENP8,ENSG00000166192,q23,40.36,72114258,72143692,1.0,15
SEPHS1,ENSG00000086475,p13,45.78,13317428,13348298,-1.0,10
SEPHS2,ENSG00000179918,p11.2,51.2,30443631,30445874,-1.0,16
SEPSECS,ENSG00000109618,p15.2,36.27,25120014,25160449,-1.0,4
SERAC1,ENSG00000122335,q25.3,39.81,158109519,158168280,-1.0,6
SERBP1,ENSG00000142864,p31.3,38.87,67407810,67430415,-1.0,1
SERF1A,ENSG00000172058,q13.2,43.62,70900665,70918530,1.0,5
SERF2,ENSG00000140264,q15.3,49.05,43777087,43804427,1.0,15
SERGEF,ENSG00000129158,p15.1,42.65,17788048,18013047,-1.0,11
SERINC1,ENSG00000111897,q22.31,35.93,122443351,122471807,-1.0,6
SERINC2,ENSG00000168528,p35.2,52.8,31409565,31434680,1.0,1
SERINC3,ENSG00000132824,q13.12,42.52,44496221,44522085,-1.0,20
SERINC4,ENSG00000184716,q15.3,49.72,43794162,43800221,-1.0,15
SERINC5,ENSG00000164300,q14.1,43.8,80111651,80256048,-1.0,5
SERP2,ENSG00000151778,q14.11,44.49,44373665,44397714,1.0,13
SERPINA3,ENSG00000196136,q32.13,50.9,94612384,94624055,1.0,14
SERPINA4,ENSG00000100665,q32.13,47.47,94561442,94569913,1.0,14
SERPINA5,ENSG00000188488,q32.13,49.18,94561442,94593118,1.0,14
SERPINA7,ENSG00000123561,q22.3,41.36,106032435,106038727,-1.0,X
SERPINA12,ENSG00000165953,q32.13,47.92,94487274,94517844,-1.0,14
SERPINB1,ENSG00000021355,p25.2,43.07,2832332,2841959,-1.0,6
SERPINB2,ENSG00000197632,q21.33,38.08,63871692,63903888,1.0,18
SERPINB3,ENSG00000057149,q21.33,37.96,63655197,63661893,-1.0,18
SERPINB4,ENSG00000206073,q21.33,37.97,63637259,63644256,-1.0,18
SERPINB5,ENSG00000206075,q21.33,41.7,63476958,63505085,1.0,18
SERPINB7,ENSG00000166396,q21.33,37.32,63752935,63805376,1.0,18
SERPINB8,ENSG00000166401,q22.1,41.09,63970029,64019779,1.0,18
SERPINB9,ENSG00000170542,p25.2,43.78,2887270,2903309,-1.0,6
SERPINB10,ENSG00000242550,q21.33,36.52,63897174,63936111,1.0,18
SERPINB12,ENSG00000166634,q21.33,42.33,63556160,63567011,1.0,18
SERPINB13,ENSG00000197641,q21.33,38.32,63586989,63604639,1.0,18
SERPIND1,ENSG00000099937,q11.21,46.49,20774113,20787720,1.0,22
SERPINE2,ENSG00000135919,q36.1,43.2,223975045,224039318,-1.0,2
SERPINF1,ENSG00000132386,p13.3,53.51,1762029,1777565,1.0,17
SERPINF2,ENSG00000167711,p13.3,57.07,1742836,1755268,1.0,17
SERPING1,ENSG00000149131,q12.1,47.51,57597387,57614848,1.0,11
SERPINI1,ENSG00000163536,q26.1,36.84,167735243,167825568,1.0,3
SERPINI2,ENSG00000114204,q26.1,34.97,167441789,167479004,-1.0,3
SERTAD1,ENSG00000197019,q13.2,52.5,40421589,40425992,-1.0,19
SERTAD2,ENSG00000179833,p14,40.14,64631621,64751005,-1.0,2
SERTAD3,ENSG00000167565,q13.2,54.27,40440844,40444335,-1.0,19
SERTAD4,ENSG00000082497,q32.2,43.14,210232796,210246631,1.0,1
SERTM1,ENSG00000180440,q13.3,39.42,36674020,36697839,1.0,13
SESN1,ENSG00000080546,q21,37.66,108986437,109094819,-1.0,6
SESN2,ENSG00000130766,p35.3,50.07,28259518,28282491,1.0,1
SESN3,ENSG00000149212,q21,35.27,95165513,95232541,-1.0,11
SESTD1,ENSG00000187231,q31.2,36.91,179101678,179264832,-1.0,2
SETBP1,ENSG00000152217,q12.3,42.22,44680173,45068510,1.0,18
SETD1B,ENSG00000139718,q24.31,56.82,121804180,121832584,1.0,12
